"invoice_id","branch","customer_type","gender","product_line","unit_price","quantity","tax_5_percentage","total","date","time","payment","cogs","gross_margin_percentage","gross_income","city","rating","time_of_day","day_name"
"445-30-9252","A","Normal","Male","Sports and travel","25.70","3.00","3.86","80.96","2019-01-17","17:59:00","Ewallet","77.10","4.761904762","3.855000000","Yangon","6.10","Evening","Thursday"
"735-32-9839","C","Member","Male","Fashion accessories","98.70","8.00","39.48","829.08","2019-01-31","10:36:00","Ewallet","789.60","4.761904762","39.480000000","Naypyitaw","8.50","Morning","Thursday"
"482-17-1179","A","Member","Male","Electronic accessories","11.94","3.00","1.79","37.61","2019-01-19","12:47:00","Credit card","35.82","4.761904762","1.791000000","Yangon","8.10","Afternoon","Saturday"
"821-14-9046","B","Member","Female","Fashion accessories","17.48","6.00","5.24","110.12","2019-01-18","15:04:00","Credit card","104.88","4.761904762","5.244000000","Mandalay","6.10","Afternoon","Friday"
"678-79-0726","C","Member","Female","Sports and travel","90.63","9.00","40.78","856.45","2019-01-18","15:28:00","Cash","815.67","4.761904762","40.783500000","Naypyitaw","5.10","Afternoon","Friday"
"592-46-1692","C","Member","Female","Food and beverages","36.77","7.00","12.87","270.26","2019-01-11","20:10:00","Cash","257.39","4.761904762","12.869500000","Naypyitaw","7.40","Evening","Friday"
"442-44-6497","C","Member","Male","Home and lifestyle","55.57","3.00","8.34","175.05","2019-01-08","11:42:00","Credit card","166.71","4.761904762","8.335500000","Naypyitaw","5.90","Morning","Tuesday"
"438-23-1242","B","Normal","Male","Electronic accessories","75.88","7.00","26.56","557.72","2019-01-24","10:38:00","Ewallet","531.16","4.761904762","26.558000000","Mandalay","8.90","Morning","Thursday"
"137-63-5492","C","Normal","Male","Electronic accessories","58.76","10.00","29.38","616.98","2019-01-29","14:26:00","Ewallet","587.60","4.761904762","29.380000000","Naypyitaw","9.00","Afternoon","Tuesday"
"197-77-7132","B","Member","Male","Electronic accessories","91.56","8.00","36.62","769.10","2019-01-12","18:22:00","Ewallet","732.48","4.761904762","36.624000000","Mandalay","6.00","Evening","Saturday"
"451-73-2711","C","Normal","Male","Food and beverages","84.83","1.00","4.24","89.07","2019-01-14","15:20:00","Ewallet","84.83","4.761904762","4.241500000","Naypyitaw","8.80","Afternoon","Monday"
"345-68-9016","C","Member","Female","Sports and travel","31.67","8.00","12.67","266.03","2019-01-02","16:19:00","Credit card","253.36","4.761904762","12.668000000","Naypyitaw","5.60","Evening","Wednesday"
"457-13-1708","B","Member","Male","Fashion accessories","65.23","10.00","32.62","684.92","2019-01-08","19:07:00","Credit card","652.30","4.761904762","32.615000000","Mandalay","5.20","Evening","Tuesday"
"664-14-2882","C","Member","Female","Home and lifestyle","10.53","5.00","2.63","55.28","2019-01-30","14:43:00","Credit card","52.65","4.761904762","2.632500000","Naypyitaw","5.80","Afternoon","Wednesday"
"314-23-4520","C","Member","Male","Health and beauty","81.23","7.00","28.43","597.04","2019-01-15","20:44:00","Cash","568.61","4.761904762","28.430500000","Naypyitaw","9.00","Evening","Tuesday"
"775-72-1988","B","Normal","Male","Home and lifestyle","73.28","5.00","18.32","384.72","2019-01-24","15:05:00","Ewallet","366.40","4.761904762","18.320000000","Mandalay","8.40","Afternoon","Thursday"
"288-38-3758","C","Member","Female","Fashion accessories","84.87","3.00","12.73","267.34","2019-01-25","18:30:00","Ewallet","254.61","4.761904762","12.730500000","Naypyitaw","7.40","Evening","Friday"
"406-46-7107","A","Normal","Female","Home and lifestyle","96.52","6.00","28.96","608.08","2019-01-11","11:52:00","Cash","579.12","4.761904762","28.956000000","Yangon","4.50","Morning","Friday"
"525-09-8450","B","Normal","Male","Electronic accessories","72.13","10.00","36.07","757.37","2019-01-31","15:12:00","Credit card","721.30","4.761904762","36.065000000","Mandalay","4.20","Afternoon","Thursday"
"410-67-1709","A","Member","Female","Fashion accessories","63.88","8.00","25.55","536.59","2019-01-20","17:48:00","Ewallet","511.04","4.761904762","25.552000000","Yangon","9.90","Evening","Sunday"
"787-87-2010","A","Member","Male","Health and beauty","55.50","4.00","11.10","233.10","2019-01-20","15:48:00","Credit card","222.00","4.761904762","11.100000000","Yangon","6.60","Afternoon","Sunday"
"801-88-0346","C","Normal","Female","Fashion accessories","76.06","3.00","11.41","239.59","2019-01-05","20:30:00","Credit card","228.18","4.761904762","11.409000000","Naypyitaw","9.80","Evening","Saturday"
"886-54-6089","A","Normal","Female","Home and lifestyle","11.43","6.00","3.43","72.01","2019-01-15","17:24:00","Cash","68.58","4.761904762","3.429000000","Yangon","7.70","Evening","Tuesday"
"200-16-5952","C","Member","Male","Food and beverages","65.65","2.00","6.57","137.87","2019-01-17","16:46:00","Cash","131.30","4.761904762","6.565000000","Naypyitaw","6.00","Evening","Thursday"
"120-54-2248","B","Normal","Female","Food and beverages","28.86","5.00","7.22","151.52","2019-01-22","18:08:00","Credit card","144.30","4.761904762","7.215000000","Mandalay","8.00","Evening","Tuesday"
"875-31-8302","B","Normal","Male","Sports and travel","93.38","1.00","4.67","98.05","2019-01-03","13:07:00","Cash","93.38","4.761904762","4.669000000","Mandalay","9.60","Afternoon","Thursday"
"457-94-0464","B","Member","Male","Electronic accessories","87.87","9.00","39.54","830.37","2019-01-31","20:32:00","Ewallet","790.83","4.761904762","39.541500000","Mandalay","5.60","Evening","Thursday"
"790-38-4466","C","Normal","Female","Health and beauty","10.99","5.00","2.75","57.70","2019-01-23","10:18:00","Credit card","54.95","4.761904762","2.747500000","Naypyitaw","9.30","Morning","Wednesday"
"704-10-4056","C","Member","Male","Health and beauty","60.47","3.00","9.07","190.48","2019-01-14","10:55:00","Credit card","181.41","4.761904762","9.070500000","Naypyitaw","5.60","Morning","Monday"
"497-37-6538","A","Normal","Male","Sports and travel","58.91","7.00","20.62","432.99","2019-01-17","15:15:00","Ewallet","412.37","4.761904762","20.618500000","Yangon","9.70","Afternoon","Thursday"
"744-16-7898","B","Normal","Female","Home and lifestyle","97.37","10.00","48.69","1022.39","2019-01-15","13:48:00","Credit card","973.70","4.761904762","48.685000000","Mandalay","4.90","Afternoon","Tuesday"
"443-60-9639","C","Member","Female","Home and lifestyle","60.87","1.00","3.04","63.91","2019-01-24","13:24:00","Cash","60.87","4.761904762","3.043500000","Naypyitaw","5.50","Afternoon","Thursday"
"751-15-6198","B","Normal","Male","Sports and travel","23.01","6.00","6.90","144.96","2019-01-12","16:45:00","Ewallet","138.06","4.761904762","6.903000000","Mandalay","7.90","Evening","Saturday"
"618-34-8551","A","Normal","Female","Sports and travel","93.18","2.00","9.32","195.68","2019-01-16","18:41:00","Credit card","186.36","4.761904762","9.318000000","Yangon","8.50","Evening","Wednesday"
"257-60-7754","A","Normal","Female","Electronic accessories","50.23","4.00","10.05","210.97","2019-01-08","17:12:00","Cash","200.92","4.761904762","10.046000000","Yangon","9.00","Evening","Tuesday"
"559-61-5987","B","Normal","Female","Health and beauty","17.75","1.00","0.89","18.64","2019-01-14","10:38:00","Cash","17.75","4.761904762","0.887500000","Mandalay","8.60","Morning","Monday"
"189-55-2313","C","Normal","Female","Fashion accessories","62.18","10.00","31.09","652.89","2019-01-31","10:33:00","Ewallet","621.80","4.761904762","31.090000000","Naypyitaw","6.00","Morning","Thursday"
"778-34-2523","A","Member","Female","Electronic accessories","48.62","8.00","19.45","408.41","2019-01-24","10:57:00","Cash","388.96","4.761904762","19.448000000","Yangon","5.00","Morning","Thursday"
"477-59-2456","C","Normal","Female","Fashion accessories","45.44","7.00","15.90","333.98","2019-01-23","11:15:00","Cash","318.08","4.761904762","15.904000000","Naypyitaw","9.20","Morning","Wednesday"
"832-51-6761","A","Normal","Male","Food and beverages","33.88","8.00","13.55","284.59","2019-01-19","20:29:00","Ewallet","271.04","4.761904762","13.552000000","Yangon","9.60","Evening","Saturday"
"869-11-3082","B","Member","Male","Health and beauty","96.16","4.00","19.23","403.87","2019-01-27","20:03:00","Credit card","384.64","4.761904762","19.232000000","Mandalay","8.40","Evening","Sunday"
"569-76-2760","A","Member","Female","Sports and travel","22.01","4.00","4.40","92.44","2019-01-29","18:15:00","Credit card","88.04","4.761904762","4.402000000","Yangon","6.60","Evening","Tuesday"
"222-42-0244","B","Member","Female","Health and beauty","72.11","9.00","32.45","681.44","2019-01-28","13:53:00","Credit card","648.99","4.761904762","32.449500000","Mandalay","7.70","Afternoon","Monday"
"416-17-9926","A","Member","Female","Electronic accessories","74.22","10.00","37.11","779.31","2019-01-01","14:42:00","Credit card","742.20","4.761904762","37.110000000","Yangon","4.30","Afternoon","Tuesday"
"237-44-6163","A","Normal","Male","Electronic accessories","10.56","8.00","4.22","88.70","2019-01-24","17:43:00","Cash","84.48","4.761904762","4.224000000","Yangon","7.60","Evening","Thursday"
"343-75-9322","B","Member","Female","Sports and travel","11.85","8.00","4.74","99.54","2019-01-09","16:34:00","Cash","94.80","4.761904762","4.740000000","Mandalay","4.10","Evening","Wednesday"
"288-62-1085","A","Member","Male","Fashion accessories","38.54","5.00","9.64","202.34","2019-01-09","13:34:00","Ewallet","192.70","4.761904762","9.635000000","Yangon","5.60","Afternoon","Wednesday"
"670-71-7306","B","Normal","Male","Sports and travel","44.63","6.00","13.39","281.17","2019-01-02","20:08:00","Credit card","267.78","4.761904762","13.389000000","Mandalay","5.10","Evening","Wednesday"
"660-29-7083","C","Normal","Male","Electronic accessories","55.87","10.00","27.94","586.64","2019-01-15","15:01:00","Cash","558.70","4.761904762","27.935000000","Naypyitaw","5.80","Afternoon","Tuesday"
"271-77-8740","C","Member","Female","Sports and travel","29.22","6.00","8.77","184.09","2019-01-01","11:40:00","Ewallet","175.32","4.761904762","8.766000000","Naypyitaw","5.00","Morning","Tuesday"
"896-34-0956","A","Normal","Male","Fashion accessories","21.32","1.00","1.07","22.39","2019-01-26","12:43:00","Cash","21.32","4.761904762","1.066000000","Yangon","5.90","Afternoon","Saturday"
"804-38-3935","A","Member","Male","Electronic accessories","93.78","3.00","14.07","295.41","2019-01-30","11:32:00","Credit card","281.34","4.761904762","14.067000000","Yangon","5.90","Morning","Wednesday"
"585-90-0249","A","Member","Male","Electronic accessories","73.26","1.00","3.66","76.92","2019-01-27","18:08:00","Ewallet","73.26","4.761904762","3.663000000","Yangon","9.70","Evening","Sunday"
"862-29-5914","C","Normal","Female","Sports and travel","22.38","1.00","1.12","23.50","2019-01-30","17:08:00","Credit card","22.38","4.761904762","1.119000000","Naypyitaw","8.60","Evening","Wednesday"
"845-94-6841","C","Member","Female","Food and beverages","72.88","9.00","32.80","688.72","2019-01-08","19:38:00","Cash","655.92","4.761904762","32.796000000","Naypyitaw","4.00","Evening","Tuesday"
"125-45-2293","A","Normal","Female","Fashion accessories","99.10","6.00","29.73","624.33","2019-01-19","13:11:00","Cash","594.60","4.761904762","29.730000000","Yangon","4.20","Afternoon","Saturday"
"843-73-4724","A","Normal","Male","Fashion accessories","74.10","1.00","3.71","77.81","2019-01-25","11:05:00","Cash","74.10","4.761904762","3.705000000","Yangon","9.20","Morning","Friday"
"658-66-3967","C","Normal","Male","Health and beauty","53.19","7.00","18.62","390.95","2019-01-14","15:42:00","Ewallet","372.33","4.761904762","18.616500000","Naypyitaw","5.00","Afternoon","Monday"
"160-22-2687","A","Member","Female","Health and beauty","95.95","5.00","23.99","503.74","2019-01-23","14:21:00","Ewallet","479.75","4.761904762","23.987500000","Yangon","8.80","Afternoon","Wednesday"
"770-42-8960","B","Normal","Male","Food and beverages","21.12","8.00","8.45","177.41","2019-01-01","19:31:00","Cash","168.96","4.761904762","8.448000000","Mandalay","6.30","Evening","Tuesday"
"316-66-3011","A","Member","Female","Food and beverages","47.63","9.00","21.43","450.10","2019-01-23","12:35:00","Cash","428.67","4.761904762","21.433500000","Yangon","5.00","Afternoon","Wednesday"
"840-76-5966","A","Member","Male","Sports and travel","12.76","2.00","1.28","26.80","2019-01-08","18:06:00","Ewallet","25.52","4.761904762","1.276000000","Yangon","7.80","Evening","Tuesday"
"533-66-5566","B","Normal","Female","Home and lifestyle","51.07","7.00","17.87","375.36","2019-01-12","11:42:00","Cash","357.49","4.761904762","17.874500000","Mandalay","7.00","Morning","Saturday"
"124-31-1458","A","Member","Female","Electronic accessories","79.59","3.00","11.94","250.71","2019-01-08","14:30:00","Cash","238.77","4.761904762","11.938500000","Yangon","6.60","Afternoon","Tuesday"
"176-78-1170","C","Member","Male","Health and beauty","33.81","3.00","5.07","106.50","2019-01-26","15:11:00","Ewallet","101.43","4.761904762","5.071500000","Naypyitaw","7.30","Afternoon","Saturday"
"101-81-4070","C","Member","Female","Health and beauty","62.82","2.00","6.28","131.92","2019-01-17","12:36:00","Ewallet","125.64","4.761904762","6.282000000","Naypyitaw","4.90","Afternoon","Thursday"
"631-34-1880","C","Member","Male","Food and beverages","24.31","3.00","3.65","76.58","2019-01-08","19:09:00","Credit card","72.93","4.761904762","3.646500000","Naypyitaw","4.30","Evening","Tuesday"
"852-82-2749","A","Normal","Male","Sports and travel","64.59","4.00","12.92","271.28","2019-01-06","13:35:00","Ewallet","258.36","4.761904762","12.918000000","Yangon","9.30","Afternoon","Sunday"
"544-55-9589","B","Member","Female","Electronic accessories","21.43","10.00","10.72","225.02","2019-01-28","11:51:00","Cash","214.30","4.761904762","10.715000000","Mandalay","6.20","Morning","Monday"
"166-19-2553","A","Member","Male","Sports and travel","89.06","6.00","26.72","561.08","2019-01-18","17:26:00","Cash","534.36","4.761904762","26.718000000","Yangon","9.90","Evening","Friday"
"761-49-0439","B","Member","Female","Electronic accessories","12.10","8.00","4.84","101.64","2019-01-19","10:17:00","Ewallet","96.80","4.761904762","4.840000000","Mandalay","8.60","Morning","Saturday"
"490-95-0021","B","Member","Female","Food and beverages","33.21","10.00","16.61","348.71","2019-01-08","14:25:00","Ewallet","332.10","4.761904762","16.605000000","Mandalay","6.00","Afternoon","Tuesday"
"460-93-5834","A","Normal","Male","Sports and travel","45.58","7.00","15.95","335.01","2019-01-13","10:03:00","Cash","319.06","4.761904762","15.953000000","Yangon","5.00","Morning","Sunday"
"699-88-1972","B","Normal","Male","Health and beauty","99.16","8.00","39.66","832.94","2019-01-28","17:47:00","Credit card","793.28","4.761904762","39.664000000","Mandalay","4.20","Evening","Monday"
"781-84-8059","C","Normal","Male","Fashion accessories","60.74","7.00","21.26","446.44","2019-01-18","16:23:00","Ewallet","425.18","4.761904762","21.259000000","Naypyitaw","5.00","Evening","Friday"
"377-79-7592","C","Member","Female","Electronic accessories","44.84","9.00","20.18","423.74","2019-01-14","14:00:00","Credit card","403.56","4.761904762","20.178000000","Naypyitaw","7.50","Afternoon","Monday"
"865-41-9075","A","Normal","Male","Food and beverages","11.53","7.00","4.04","84.75","2019-01-28","17:35:00","Cash","80.71","4.761904762","4.035500000","Yangon","8.10","Evening","Monday"
"624-01-8356","B","Normal","Female","Home and lifestyle","49.01","10.00","24.51","514.61","2019-01-27","10:44:00","Credit card","490.10","4.761904762","24.505000000","Mandalay","4.20","Morning","Sunday"
"151-27-8496","C","Normal","Female","Electronic accessories","56.13","4.00","11.23","235.75","2019-01-19","11:43:00","Ewallet","224.52","4.761904762","11.226000000","Naypyitaw","8.60","Morning","Saturday"
"522-57-8364","A","Member","Male","Fashion accessories","51.34","8.00","20.54","431.26","2019-01-31","10:00:00","Ewallet","410.72","4.761904762","20.536000000","Yangon","7.60","Morning","Thursday"
"887-42-0517","C","Normal","Female","Sports and travel","83.14","7.00","29.10","611.08","2019-01-10","10:31:00","Credit card","581.98","4.761904762","29.099000000","Naypyitaw","6.60","Morning","Thursday"
"226-34-0034","B","Normal","Female","Electronic accessories","13.78","4.00","2.76","57.88","2019-01-10","11:10:00","Ewallet","55.12","4.761904762","2.756000000","Mandalay","9.00","Morning","Thursday"
"397-25-8725","A","Member","Female","Health and beauty","39.62","9.00","17.83","374.41","2019-01-13","17:54:00","Credit card","356.58","4.761904762","17.829000000","Yangon","6.80","Evening","Sunday"
"458-10-8612","C","Normal","Male","Health and beauty","64.08","7.00","22.43","470.99","2019-01-20","12:27:00","Ewallet","448.56","4.761904762","22.428000000","Naypyitaw","7.60","Afternoon","Sunday"
"501-61-1753","B","Normal","Female","Home and lifestyle","63.15","6.00","18.95","397.85","2019-01-03","20:24:00","Ewallet","378.90","4.761904762","18.945000000","Mandalay","9.80","Evening","Thursday"
"235-06-8510","C","Member","Male","Home and lifestyle","85.72","3.00","12.86","270.02","2019-01-24","20:59:00","Ewallet","257.16","4.761904762","12.858000000","Naypyitaw","5.10","Evening","Thursday"
"433-08-7822","C","Normal","Female","Health and beauty","78.89","7.00","27.61","579.84","2019-01-05","19:48:00","Ewallet","552.23","4.761904762","27.611500000","Naypyitaw","7.50","Evening","Saturday"
"809-69-9497","A","Normal","Female","Home and lifestyle","45.68","10.00","22.84","479.64","2019-01-19","19:30:00","Ewallet","456.80","4.761904762","22.840000000","Yangon","5.70","Evening","Saturday"
"489-82-1237","A","Normal","Female","Electronic accessories","93.88","7.00","32.86","690.02","2019-01-05","11:51:00","Credit card","657.16","4.761904762","32.858000000","Yangon","7.30","Morning","Saturday"
"305-89-2768","B","Member","Female","Home and lifestyle","21.90","3.00","3.29","68.99","2019-01-09","18:43:00","Ewallet","65.70","4.761904762","3.285000000","Mandalay","4.70","Evening","Wednesday"
"784-08-0310","C","Member","Female","Food and beverages","21.04","4.00","4.21","88.37","2019-01-13","13:58:00","Cash","84.16","4.761904762","4.208000000","Naypyitaw","7.60","Afternoon","Sunday"
"846-10-0341","A","Normal","Female","Fashion accessories","42.57","7.00","14.90","312.89","2019-01-06","11:51:00","Cash","297.99","4.761904762","14.899500000","Yangon","6.80","Morning","Sunday"
"577-34-7579","C","Member","Male","Food and beverages","50.49","9.00","22.72","477.13","2019-01-10","17:16:00","Cash","454.41","4.761904762","22.720500000","Naypyitaw","5.40","Evening","Thursday"
"867-47-1948","C","Normal","Female","Home and lifestyle","15.80","10.00","7.90","165.90","2019-01-09","12:07:00","Cash","158.00","4.761904762","7.900000000","Naypyitaw","7.80","Afternoon","Wednesday"
"794-42-3736","B","Normal","Male","Food and beverages","33.33","2.00","3.33","69.99","2019-01-26","14:41:00","Credit card","66.66","4.761904762","3.333000000","Mandalay","6.40","Afternoon","Saturday"
"195-06-0432","A","Member","Male","Home and lifestyle","81.01","3.00","12.15","255.18","2019-01-13","12:55:00","Credit card","243.03","4.761904762","12.151500000","Yangon","9.30","Afternoon","Sunday"
"746-04-1077","B","Member","Female","Food and beverages","84.63","10.00","42.32","888.62","2019-01-01","11:36:00","Credit card","846.30","4.761904762","42.315000000","Mandalay","9.00","Morning","Tuesday"
"452-04-8808","B","Normal","Male","Electronic accessories","87.08","7.00","30.48","640.04","2019-01-26","15:17:00","Cash","609.56","4.761904762","30.478000000","Mandalay","5.50","Afternoon","Saturday"
"728-47-9078","C","Member","Male","Food and beverages","59.59","4.00","11.92","250.28","2019-01-19","12:46:00","Cash","238.36","4.761904762","11.918000000","Naypyitaw","9.80","Afternoon","Saturday"
"809-46-1866","A","Normal","Male","Health and beauty","58.15","4.00","11.63","244.23","2019-01-23","17:44:00","Cash","232.60","4.761904762","11.630000000","Yangon","8.40","Evening","Wednesday"
"148-41-7930","C","Normal","Male","Health and beauty","99.96","7.00","34.99","734.71","2019-01-23","10:33:00","Cash","699.72","4.761904762","34.986000000","Naypyitaw","6.10","Morning","Wednesday"
"189-40-5216","C","Normal","Male","Electronic accessories","96.37","7.00","33.73","708.32","2019-01-09","11:40:00","Cash","674.59","4.761904762","33.729500000","Naypyitaw","6.00","Morning","Wednesday"
"552-44-5977","B","Member","Male","Health and beauty","62.00","8.00","24.80","520.80","2019-01-03","19:08:00","Credit card","496.00","4.761904762","24.800000000","Mandalay","6.20","Evening","Thursday"
"430-53-4718","B","Member","Male","Health and beauty","75.37","8.00","30.15","633.11","2019-01-28","15:46:00","Credit card","602.96","4.761904762","30.148000000","Mandalay","8.40","Afternoon","Monday"
"602-16-6955","B","Normal","Female","Sports and travel","76.60","10.00","38.30","804.30","2019-01-24","18:10:00","Ewallet","766.00","4.761904762","38.300000000","Mandalay","6.00","Evening","Thursday"
"233-67-5758","C","Normal","Male","Health and beauty","40.35","1.00","2.02","42.37","2019-01-29","13:46:00","Ewallet","40.35","4.761904762","2.017500000","Naypyitaw","6.20","Afternoon","Tuesday"
"373-73-7910","A","Normal","Male","Sports and travel","86.31","7.00","30.21","634.38","2019-02-08","10:37:00","Ewallet","604.17","4.761904762","30.208500000","Yangon","5.30","Morning","Friday"
"355-53-5943","A","Member","Female","Electronic accessories","68.84","6.00","20.65","433.69","2019-02-25","14:36:00","Ewallet","413.04","4.761904762","20.652000000","Yangon","5.80","Afternoon","Monday"
"315-22-5665","C","Normal","Female","Home and lifestyle","73.56","10.00","36.78","772.38","2019-02-24","11:38:00","Ewallet","735.60","4.761904762","36.780000000","Naypyitaw","8.00","Morning","Sunday"
"692-92-5582","B","Member","Female","Food and beverages","54.84","3.00","8.23","172.75","2019-02-20","13:27:00","Credit card","164.52","4.761904762","8.226000000","Mandalay","5.90","Afternoon","Wednesday"
"351-62-0822","B","Member","Female","Fashion accessories","14.48","4.00","2.90","60.82","2019-02-06","18:07:00","Ewallet","57.92","4.761904762","2.896000000","Mandalay","4.50","Evening","Wednesday"
"365-64-0515","A","Normal","Female","Electronic accessories","46.95","5.00","11.74","246.49","2019-02-12","10:25:00","Ewallet","234.75","4.761904762","11.737500000","Yangon","7.10","Morning","Tuesday"
"252-56-2699","A","Normal","Male","Food and beverages","43.19","10.00","21.60","453.50","2019-02-07","16:48:00","Ewallet","431.90","4.761904762","21.595000000","Yangon","8.20","Evening","Thursday"
"300-71-4605","C","Member","Male","Electronic accessories","86.04","5.00","21.51","451.71","2019-02-25","11:24:00","Ewallet","430.20","4.761904762","21.510000000","Naypyitaw","4.80","Morning","Monday"
"636-48-8204","A","Normal","Male","Electronic accessories","34.56","5.00","8.64","181.44","2019-02-17","11:15:00","Ewallet","172.80","4.761904762","8.640000000","Yangon","9.90","Morning","Sunday"
"649-29-6775","B","Normal","Male","Fashion accessories","33.52","1.00","1.68","35.20","2019-02-08","15:31:00","Cash","33.52","4.761904762","1.676000000","Mandalay","6.70","Afternoon","Friday"
"871-79-8483","B","Normal","Male","Fashion accessories","94.13","5.00","23.53","494.18","2019-02-25","19:39:00","Credit card","470.65","4.761904762","23.532500000","Mandalay","4.80","Evening","Monday"
"183-56-6882","C","Member","Female","Food and beverages","99.42","4.00","19.88","417.56","2019-02-06","10:42:00","Ewallet","397.68","4.761904762","19.884000000","Naypyitaw","7.50","Morning","Wednesday"
"554-53-8700","C","Member","Male","Home and lifestyle","56.11","2.00","5.61","117.83","2019-02-02","10:11:00","Cash","112.22","4.761904762","5.611000000","Naypyitaw","6.30","Morning","Saturday"
"354-25-5821","B","Member","Female","Sports and travel","69.12","6.00","20.74","435.46","2019-02-08","13:03:00","Cash","414.72","4.761904762","20.736000000","Mandalay","5.60","Afternoon","Friday"
"370-41-7321","B","Member","Male","Health and beauty","56.69","9.00","25.51","535.72","2019-02-27","17:24:00","Credit card","510.21","4.761904762","25.510500000","Mandalay","8.40","Evening","Wednesday"
"727-46-3608","B","Member","Female","Food and beverages","20.01","9.00","9.00","189.09","2019-02-06","15:47:00","Ewallet","180.09","4.761904762","9.004500000","Mandalay","4.10","Afternoon","Wednesday"
"669-54-1719","B","Member","Male","Electronic accessories","18.93","6.00","5.68","119.26","2019-02-10","12:45:00","Credit card","113.58","4.761904762","5.679000000","Mandalay","8.10","Afternoon","Sunday"
"326-78-5178","C","Member","Male","Food and beverages","91.40","7.00","31.99","671.79","2019-02-03","10:19:00","Cash","639.80","4.761904762","31.990000000","Naypyitaw","9.50","Morning","Sunday"
"162-48-8011","A","Member","Female","Food and beverages","44.59","5.00","11.15","234.10","2019-02-10","15:10:00","Cash","222.95","4.761904762","11.147500000","Yangon","8.50","Afternoon","Sunday"
"399-46-5918","C","Normal","Female","Electronic accessories","85.98","8.00","34.39","722.23","2019-02-28","19:01:00","Cash","687.84","4.761904762","34.392000000","Naypyitaw","8.20","Evening","Thursday"
"635-40-6220","A","Normal","Male","Health and beauty","89.60","8.00","35.84","752.64","2019-02-07","11:28:00","Ewallet","716.80","4.761904762","35.840000000","Yangon","6.60","Morning","Thursday"
"285-68-5083","C","Member","Female","Sports and travel","24.74","3.00","3.71","77.93","2019-02-15","17:47:00","Credit card","74.22","4.761904762","3.711000000","Naypyitaw","10.00","Evening","Friday"
"803-83-5989","C","Normal","Male","Home and lifestyle","55.73","6.00","16.72","351.10","2019-02-24","10:55:00","Ewallet","334.38","4.761904762","16.719000000","Naypyitaw","7.00","Morning","Sunday"
"347-34-2234","B","Member","Female","Sports and travel","55.07","9.00","24.78","520.41","2019-02-03","13:40:00","Ewallet","495.63","4.761904762","24.781500000","Mandalay","10.00","Afternoon","Sunday"
"853-23-2453","B","Member","Male","Health and beauty","75.74","4.00","15.15","318.11","2019-02-14","14:35:00","Cash","302.96","4.761904762","15.148000000","Mandalay","7.60","Afternoon","Thursday"
"838-78-4295","C","Normal","Female","Health and beauty","33.47","2.00","3.35","70.29","2019-02-10","15:43:00","Ewallet","66.94","4.761904762","3.347000000","Naypyitaw","6.70","Afternoon","Sunday"
"382-03-4532","A","Member","Female","Health and beauty","18.33","1.00","0.92","19.25","2019-02-02","18:50:00","Cash","18.33","4.761904762","0.916500000","Yangon","4.30","Evening","Saturday"
"796-12-2025","C","Normal","Male","Fashion accessories","62.12","10.00","31.06","652.26","2019-02-11","16:19:00","Cash","621.20","4.761904762","31.060000000","Naypyitaw","5.90","Evening","Monday"
"787-56-0757","C","Member","Female","Food and beverages","80.36","4.00","16.07","337.51","2019-02-23","18:45:00","Credit card","321.44","4.761904762","16.072000000","Naypyitaw","8.30","Evening","Saturday"
"318-68-5053","B","Normal","Female","Health and beauty","76.99","6.00","23.10","485.04","2019-02-27","17:55:00","Cash","461.94","4.761904762","23.097000000","Mandalay","6.10","Evening","Wednesday"
"512-91-0811","C","Normal","Male","Health and beauty","89.75","1.00","4.49","94.24","2019-02-06","20:05:00","Credit card","89.75","4.761904762","4.487500000","Naypyitaw","6.60","Evening","Wednesday"
"871-39-9221","C","Normal","Female","Electronic accessories","12.45","6.00","3.74","78.44","2019-02-09","13:11:00","Cash","74.70","4.761904762","3.735000000","Naypyitaw","4.10","Afternoon","Saturday"
"551-21-3069","C","Normal","Female","Electronic accessories","23.07","9.00","10.38","218.01","2019-02-01","11:27:00","Cash","207.63","4.761904762","10.381500000","Naypyitaw","4.90","Morning","Friday"
"479-26-8945","B","Member","Female","Sports and travel","16.49","2.00","1.65","34.63","2019-02-05","11:32:00","Ewallet","32.98","4.761904762","1.649000000","Mandalay","4.60","Morning","Tuesday"
"210-67-5886","C","Member","Female","Health and beauty","98.21","3.00","14.73","309.36","2019-02-05","10:41:00","Credit card","294.63","4.761904762","14.731500000","Naypyitaw","7.80","Morning","Tuesday"
"227-78-1148","B","Normal","Female","Fashion accessories","72.84","7.00","25.49","535.37","2019-02-15","12:44:00","Cash","509.88","4.761904762","25.494000000","Mandalay","8.40","Afternoon","Friday"
"237-01-6122","C","Member","Female","Home and lifestyle","80.79","9.00","36.36","763.47","2019-02-01","20:31:00","Credit card","727.11","4.761904762","36.355500000","Naypyitaw","9.50","Evening","Friday"
"642-32-2990","A","Normal","Female","Food and beverages","10.96","10.00","5.48","115.08","2019-02-02","20:48:00","Ewallet","109.60","4.761904762","5.480000000","Yangon","6.00","Evening","Saturday"
"638-60-7125","A","Normal","Female","Electronic accessories","99.56","8.00","39.82","836.30","2019-02-14","17:03:00","Credit card","796.48","4.761904762","39.824000000","Yangon","5.20","Evening","Thursday"
